,Clave,Descripción,Existencia,Unidad
2093,301050376,Equipo de Diagnostico PILOT SCAN,0.0,PIEZA
2094,BST-860,Probador de Baterías,0.0,PIEZA
2095,CNC-603AM,Laboratorio de 6 Inyectores,0.0,PIEZA
2096,DBSCAR3S,Conector para X-431 PRO3 Nuevo,0.0,PIEZA
2097,ESP-150,Arrancador de Baterías 15000mA,0.0,JGO
2098,LAU103260351,Tina de Ultrasonido 1.2L,1.0,PIEZA
2099,LAU105022381,Arnes para Inyectores CNC-603AM,0.0,PIEZA
2100,SF119,Cable Principal para X-431 IV,0.0,PIEZA
2101,TOC-317,Recibidor de Aceite Neumático 72L,0.0,PIEZA
2102,TSGUN,Varita TPMS TSGUN X-431,0.0,PIEZA
2103,VSP-600,Videoscopio 600,0.0,JGO
2104,VSP-800,Videoscopio 5.5mm,0.0,JGO
2105,X-431 PRO,"Scanner Automotriz X-431 Pro 7""",0.0,JGO
2106,X-431 PRO GT,Scanner Automotriz X-431 PRO GT,0.0,JGO
2107,X-431 PRO3,"Scanner Automotriz X-431 PRO3 10""",0.0,JGO
2110,LCK-LGP100B,Guardapolvo Blanco 100cm,6.0,PIEZA
2113,NC-4610N,"Pistola de Impacto 1/2"" con 5 Dados",3.0,JGO
2114,NC-4612Q,"Pistola de Impacto Neumática Mini 1/2""",0.0,PIEZA
2115,NC-6236Q,"Pistola de Impacto 3/4"" 1,200ft/lb",1.0,PIEZA
2118,ADR-38,"Taladro Neumático 3/8"" Reversible",1.0,PIEZA
2119,AI-323N-P,"Pistola de Impacto 1/2"" 550ft/lb M9",1.0,PIEZA
2120,AI-4230,"Pistola de Impacto 1/2"" 500ft/lb Mini UI",0.0,PIEZA
2121,AI-4250,"Pistola de Impacto 1/2"" 500ft/lb M9MINI",0.0,PIEZA
2122,AI-4250P22,Rotor Refacción AI-4250,0.0,PIEZA
2123,AI-4250P30,Regulador de Aire AI-4250,1.0,PIEZA
2126,I COOL P,Reciclador de Aire Acondicionado c/Impre,1.0,PIEZA
2129,MT-CS1,Pinzas Silenciadoras,0.0,PIEZA
2130,MT-RAN5150099,6 Buriles para Torno RL-8500,1.0,JGO
2133,A3F,Aceitera de Presión Flexible 500ml,0.0,PIEZA
2134,AASL-160,"Aspiradora Automotriz 160W, 12V",0.0,PIEZA
2135,AT-500,Adaptador p/Transmisiones p/Gatos Patín,0.0,PIEZA
2136,B/I,Boquilla para Inyector de Grasa,1.0,PIEZA
2137,B/P,Bomba de Aire de Pie Cilindro Sencillo,0.0,PIEZA
2138,BES-200,Bomba Extractora d/Solventes para Tambo,1.0,PIEZA
2139,BM-2,Banco p/Mecánico c/dep. p/Herramientas,0.0,PIEZA
2140,BMA-2,Banco para Mecánico Ajustable 130Kg,0.0,PIEZA
2141,BT-4,Banco de Trabajo,0.0,PIEZA
2142,BU-8,Cinturones Elásticos Bungee 8pzas,2.0,JGO
2143,C-1,Calibrador de Presión de Caratula,0.0,PIEZA
2144,C-1590,Cable Candado Flexible 80cm,1.0,PIEZA
2145,C-360-10,Cables Pasa Corriente 3.60m Calibre 10,0.0,PIEZA
2146,C-360-8,Cables Pasa Corriente 3.60m Calibre 8,0.0,PIEZA
2147,C-480-4,Cables pasa Corriente 4.80m Calibre 4,0.0,PIEZA
2148,CA-M,Cubierta para Autos Mediana,0.0,PIEZA
2149,CB-10,Bolsa Protectora de Equipaje 324L,0.0,PIEZA
2150,CC-11,"Llave de Cruz para Microbus 26""",0.0,PIEZA
2151,CC-14P,"Llave de Cruz 14"" Plegable",1.0,PIEZA
2152,CC-9,"Llave de Cruz Reforzada 20""",0.0,PIEZA
2153,CDT-18,Calibrador de Discos para Frenos 18pzas,1.0,JGO
2154,CEN-30,Cubeta Engrasadora Neumática 30Kg,0.0,PIEZA
2155,CFD-05,Candado Mediano p/Freno de Disco Moto,0.0,PIEZA
2156,CFD-10,Candado Grande p/Freno de Disco Moto,0.0,PIEZA
2157,CM-2,Cama para Mecánico Acolchonada 130Kg,0.0,PIEZA
2158,CM-3,Cama para Mecánico Respaldo 3 Posiciones,0.0,PIEZA
2159,CMA-16,Bomba Manual p/Aceite 16L,0.0,PIEZA
2160,CMG-16,Cubeta Manual para Grasa 16Kg,0.0,PIEZA
2161,CMG-19,Bomba Manual p/Grasa 19Kg,0.0,PIEZA
2162,CMR-1,Charola Magnética Rectangular,0.0,PIEZA
2163,CPD-1,Calibrador Digital 0-150PSI,0.0,PIEZA
2164,CPM-40,"Cama Plástica para Mecánico 40""",0.0,PIEZA
2165,CRV-1,Opresor de Resortes Vertical Fijo 1Ton,0.0,PIEZA
2166,CS-3,Carrito de Servicio con Triple Charola,0.0,PIEZA
2167,CU-PN,Cubrevolante de Piel Negro,1.0,PIEZA
2168,DA-606,"Disco Abrasivo Grano 60 152mm 6""",1.0,PIEZA
2169,EBP-625,Engrasadora de Baleros Profesional,0.0,PIEZA
2170,ED-8,"Esmeril de Banco 8"" 3/4 HP 400W",0.0,PIEZA
2171,EE-1,Extintor de Emergencia 1Kg,2.0,PIEZA
2172,EMR-300,Extintor Racing 300g,0.0,PIEZA
2173,EXBR-6,Extractor de Bujias Rotas 6pzas,1.0,JGO
2174,GH-12,Gato de Botella 12T,0.0,PIEZA
2175,GH-2000,Aceite Hidráulico para Gato 1L,1.0,LITRO
2176,GH-20CH,Gato de Botella 20Ton Chaparro,0.0,PIEZA
2177,GM-2G,Guantes para Mecánico Piel Sintética G,0.0,PAR
2178,GM-2M,Guantes para Mecánico Piel Sintética M,0.0,PAR
2179,GMP-2,Guantes para Mecánico Profesional M,1.0,PAR
2180,GMP-2G,Guantes para Mecánico Profesional G,0.0,PAR
2181,GMSP-2M,Guantes para Mecánico SemiPro M,0.0,PAR
2182,GMT-1,Gato Mecánico de Tijera 1Ton,0.0,PIEZA
2183,GMT-800,Gato Mecánico de Tijera 800Kg,0.0,PIEZA
2184,GMX-2G,Guantes para Mecánico de Lujo G,1.0,PAR
2185,GN-20,Gato de botella Hidroneumático 20Ton,1.0,PIEZA
2186,GPEB-25,Gato de Patin Extrabajo 2.5T,0.0,PIEZA
2187,GPVC-2,Guantes de Algodón c/Puntos PVC,0.0,PAR
2188,GTF-500,Gato para Transmisión para Fosas 500Kg,0.0,PIEZA
2189,JAN-14,Juego de Accesorios Neumáticos 20pzas,6.0,JGO
2190,JS-32,Bomba Rotativa Universal,0.0,PIEZA
2191,KDPI-11,Kit Probador de Pulsos en Inyectores,0.0,JGO
2192,KEA-8,Kit de Emergencia Automotriz  8pzas,0.0,JGO
2193,KH-NR16,Trabador para Nissan-Renault 1.6L,0.0,JGO
2194,KIT-1,Kit Básico de Emergencia 6pzas,0.0,JGO
2195,KIT-11,Kit de Seguridad Automotriz,0.0,JGO
2196,KIT-4,Kit de Emergencia Automotriz,0.0,JGO
2197,KIT-9153MI,Kit de Asistencia en el Camino,0.0,JGO
2198,KNASU-151,Kit Navaja tipo Suiza con Lámpara,0.0,PIEZA
2199,LP70-OEM,Hidrolavadora de Alta Presión OEM,0.0,PIEZA
2200,MAN-M2,Maneral para Llave de Artillería 40cm,0.0,PIEZA
2201,MAP-1210,"Manguera de PVC p/Aire 1/2"" x 10m",0.0,PIEZA
2202,MAP-1215,"Manguera PVC p/Aire a Presión 1/2""X15m",0.0,PIEZA
2203,MAP-1220,"Manguera de PVC para Aire 1/2""x20m",0.0,PIEZA
2204,MAP-1415,"Manguera de PVC de 1/4"" x 15m",0.0,PIEZA
2205,MAP-3810,"Manguera de PVC de 3/8"" x 10m",2.0,PIEZA
2206,MAP-3815,"Manguera de PVC de 3/8"" x 15m",2.0,PIEZA
2207,MAT-250,"Matraca Cabeza de Pera 1/4""",0.0,PIEZA
2208,MAT-375,"Matraca Cabeza de Pera 3/8""",0.0,PIEZA
2209,MJS-12000,Arrancador Portátil 12000 mAh,0.0,JGO
2210,MT-12,Inflallantas Magic Tire,2.0,PIEZA
2211,NA-151,Navaja de Acero Inoxidable 15 en 1,0.0,PIEZA
2212,OC-51,Organizador para Cajuela Sencillo,1.0,PIEZA
2213,OC-80,Organizador Multiple para Cajuela,0.0,PIEZA
2214,PH-12,Prensa con Gato Hidráulico 12Ton,0.0,PIEZA
2215,PH-20,Prensa con Gato Hidráulico 20Ton,0.0,PIEZA
2216,PH-30,Prensa con Gato Hidráulico 30Ton,0.0,PIEZA
2217,PHM-1,Plataforma Hidráulica para Moto 350Kg,0.0,PIEZA
2218,PINK-1/2,Pistola de Impacto 1/2 con 10 Dados,0.0,JGO
2219,PLP-16,"Pluma Limpiaparabrisas 16""",0.0,PAR
2220,R-435,Porto Power 10Ton,0.0,PIEZA
2221,RAU-45,Recibidor de Aceite 45L,0.0,PIEZA
2222,RAU-80,Recibidor de Aceite 80L,0.0,PIEZA
2223,RBMT-04,Rack para Montaje de 4 Bicicletas 60Kg,0.0,PIEZA
2224,SCT-1,Eslinga Remolcadora de 4m,0.0,PIEZA
2225,SPR-2,Seguros para Rines 12mmx1.5,0.0,JGO
2226,STM-500,Soporte Transversal para Motor 500KG,0.0,PIEZA
2227,SUM-340,Soporte Universal para Motocicleta 340Kg,0.0,PIEZA
2228,T-1084,Soporte para Motor 500Kg,1.0,PIEZA
2229,T-1450,Gato para Transmisión 500Kg,0.0,PIEZA
2230,T-1475,Pluma Hidráulica Plegable 2Ton,0.0,PIEZA
2231,T-33,"Llave de Artilleria 33mm y 1-1/4""",0.0,PIEZA
2232,T-4,"Llave de Artillería 7/8"" x 13/16""",0.0,JGO
2233,T-9,"Llave de Artillería 1-1/16"" x 1-1/4""",0.0,PIEZA
2234,T-9322,Torres para Trailer 22Ton,0.0,PAR
2235,T-9350,Par de Torres para Automovil 2Ton,0.0,PAR
2236,T-9360,Torres para Automóvil 3Ton,2.0,PAR
2237,T-9366,Torres para Automóvil 6Ton,2.0,PAR
2238,T-E1,"Espátula de Puntas Planas 11/16""x660mm",3.0,PIEZA
2239,TLM-1,Tina Limpia Partes 20Gal,0.0,PIEZA
2242,2441-21,Kit de Pistola de Calefateo 10Oz M12,0.0,JGO
2243,2503-22,"Kit Taladro/Destornillador M12 FUEL 1/2""",0.0,JGO
2244,2767-22,"Pistola de Impacto 1/2"" 18V M18 FUEL",0.0,JGO
2245,5455,"Pulidora 7""/9"" 11AMP",0.0,PIEZA
2246,8975-6,Pistola de Calor 2 Temperauras,0.0,PIEZA
2247,COMTX100CH,Compresor 10HP 500L 220V,0.0,PIEZA
2248,COMTX50CH,Compresor 5HP 500L 220V,1.0,PIEZA
2251,493101,Cabl 9 Pines USB-Link,0.0,PIEZA
2252,EEHD404032,Cable USB-Link 2,0.0,PIEZA
2253,PN124032,USB-Link 2 Interface Diesel Bluetooth,0.0,PIEZA
2256,OTC-5610,Manómetro para Aceite de Motor y Transmi,0.0,JGO
2259,AT-6002,Atornillador-Taladro para Tablaroca 600W,0.0,PIEZA
2262,CO-GCSTBS5904,Plancha de Vapor Cerámica Blanco/Rojo,0.0,PIEZA
2263,CO-GCSTBS5954,Plancha de Vapor Cerámica Negro/Rojo,0.0,PIEZA
2266,FE750BQ,Fuente EVGA 750W BQ 80 Plus Bronze,0.0,PIEZA
2267,FXM450,Fuente Xcase Mini 450W,0.0,PIEZA
2268,HP-410,Multifuncional Ink Tank Wireless 410,0.0,PIEZA
2269,MBAPX570P,Tarjeta Madre Asus Prime X570-P AM4,0.0,PIEZA
2270,MCCPRGBAM,Mouse Corsair Scimitar Pro RGB,0.0,PIEZA
2271,MHP204V,"Monitor HP 19.5"" P204V 1600x800",0.0,PIEZA
2272,ML22MN430HB,"Monitor LG 22"" 1920x1080",0.0,PIEZA
2273,ML240L,MasterLiquid Ml240L RGB,0.0,PIEZA
2274,MLG203L,Mouse Logitech G203 Lightsync RGB 8000dp,0.0,PIEZA
2275,MLM90,Mouse Logitech M90 Alámbrico,0.0,PIEZA
2276,PAR737X,Procesador AMD Ryzen 7 3700X 4.4Ghz,0.0,PIEZA
2277,TESD6,Teclado ElGato Stream Deck Mini,0.0,PIEZA
2278,TLK380,Teclado Logitech K380 BT,0.0,PIEZA
2279,TVG1650SWO,Tarjeta de Video Gigabyte 1650 WindForce,0.0,PIEZA
2280,WCLC922,Webcam Logitech C922,0.0,PIEZA
2283,CO-NI-E250TR,Plancha de Vapor Titánio Verde,0.0,PIEZA
2286,ANIBRIMUER,Anillo de Plata 0.925 Muerte,0.0,PIEZA
2287,ANICIRCAB,Anillo de Plata 0.925 Caballo 12.5,0.0,PIEZA
2288,ANICIRJUD,Anillo San Judas Circonio Plata 0.925,0.0,PIEZA
2289,ANICUACRIS,Anillo Cuadro Cristal de Plata 0.925,0.0,PIEZA
2290,ANINEGLIS,Anillo de Plata Con Piedra Ónix Liso N°9,0.0,PIEZA
2291,ANINEGSAN,Anillo de Plata 0.925 Ónix San Judas,0.0,PIEZA
2292,ANIPIENEG,Anillo de Plata 0.925 Ónix Negro #9.5,0.0,PIEZA
2293,ARRAPLACIR,Arracadas con Cristal Plata Ley 0.925,0.0,PAR
2294,ARRAPLAGRAN,Arracadas Grandes Plata Ley 0.925,0.0,PAR
2295,CADEL40,Cadenal Delgada 40cm Plata 0.925,0.0,PIEZA
2296,CADEL43,Cadena Delgada 43cm Plata 0.925,0.0,PIEZA
2297,CADFIN,Cadena Fina de 60cm Plata 0.925,0.0,PIEZA
2298,DIJAK47,Dije Grande AK47 Plata 0.925,0.0,PIEZA
2299,DIJBENRE,Dije Redondo San Benito Plata 0.925,0.0,PIEZA
2300,DIJCHICRIS,Dije Cristo Chico Plata Ley 0.925,0.0,PIEZA
2301,DIJCIRBEN,Dije Circonio San Benito Plata Ley 0.925,0.0,PIEZA
2302,DIJCRISROS,Dije Rostro Cristo Plata Ley 0.925,0.0,PIEZA
2303,DIJCRUZ,Dije Crucifijo Plata Ley 0.925,0.0,PIEZA
2304,DIJESCAP,Dije Escudo Del Capitan America Plata Le,0.0,PIEZA
2305,DIJGRANCRIS,Dije Cristo Grande Plata Ley 0.925,0.0,PIEZA
2306,DIJGRANCRUZ,Dije Grande Cruz Plata Ley 0.925,0.0,PIEZA
2307,DIJLLAVSAN,Dije San Benito Llave Plata 0.925,0.0,PIEZA
2308,DIJPISCHIC,Dije Pistón Chico Plata Ley 0.925,0.0,PIEZA
2309,DIJPLAPIS,Dije Pistón Plata Ley 0.925,0.0,PIEZA
2310,DIJVIRGRE,Dije Virgen Rezando Plata Ley 0.925,0.0,PIEZA
2311,ESCELF,Esclava de Elefante Plata 0.925,0.0,PIEZA
2312,ESELEFBU,Esclava de Elefante y Buho Plata 0.925,0.0,PIEZA
2313,ESMISVX,Esclava Mis XV Años Plata 0.925,0.0,PIEZA
2316,ECT3000B,Probador de Corto Circuito Automotriz,4.0,JGO
2317,PP319FTCRED,Probador de Circuitos Power Probe 3,1.0,JGO
2318,PP3CSBLU,Probador de Circuitos Power Probe 3 Azul,0.0,PIEZA
2319,PP3CSRED,Probador de Circuitos Power Probe 3,0.0,PIEZA
2320,PP3EZREDCS,Power Probe 3EZ,0.0,PIEZA
2321,PP3LS01,Power Probe 3 con Juego de Cables,5.0,JGO
2322,PPBC101CS,Probador de Circuitos Basic 6-12V,5.0,PIEZA
2323,PPDMM,Multímetro Digital Automotriz,1.0,JGO
2324,PPECB,Power Probe BreakOut Box OBDII,0.0,PIEZA
2325,PPECT3000,Probador de Corto Circuito Automotriz,9.0,JGO
2326,PPKIT04,Power Probe 4 Master Kit,0.0,JGO
2327,PPLS01,Juego de Cables Gold Series,0.0,JGO
2328,PPROKIT01,Kit de Prueba Eléctrica Profesional,3.0,JGO
2329,PPT5VA,Adaptador 5V Power Probe,0.0,PIEZA
2330,PPTACT1CS,Power Probe The Probe,5.0,PIEZA
2331,PPTM01AS,Power Probe The Maestro,0.0,JGO
2334,AFI-CU,Afilador de Cuchillos,0.0,PIEZA
2335,BOAP-1/2P3,Bomba Periférica 1/2HP 375W,0.0,PIEZA
2336,BOM-BAP,Mini Bomba Manual para Inflar 14.5PSI,1.0,PIEZA
2337,CCA-150P,Cinta de Empaque Canela 150m,4.0,PIEZA
2338,CCO-14RP,"Caja Cosmetiquera Rosa/Morado 14""",0.0,PIEZA
2339,CEA-54P,"Cepillo de Alambre, 64 Pinceles",0.0,PIEZA
2340,CF-VO-P,Cartucho de Repuesto Vapores Orgánicos,1.0,PIEZA
2341,CHP-13P,"Caja para Herramientas 13""",2.0,PIEZA
2342,CHP-19P,"Caja p/Herramienta 19"", Broche Amarillo",0.0,PIEZA
2343,CON-10M,Contador Manual de 4 Dígitos,4.0,PIEZA
2344,CTF-3/4P,"Cinta de Teflón 3/4"" x 7m",0.0,PIEZA
2345,CUCH-M52,"Cuchillo de Sierra para Asado 5""",0.0,PIEZA
2346,DECA-25P,Destapacaños 7.6m,3.0,PIEZA
2347,DECA-6P,Destapacaños 1.8m,3.0,PIEZA
2348,ESMA-4-1/2P4,"Esmeriladora 4-1/2""",0.0,PIEZA
2349,ESTU-2P,Escalerilla Plegable 2 Peldaños TipoIII,0.0,PIEZA
2350,ESTU-3P,Escalera Tubular Plegable 91Kg 3 Peldaño,0.0,PIEZA
2351,ESTU-4P,Escalera Tubular Plegable 91Kg 4 Peldaño,0.0,PIEZA
2352,EXA-13P,Juego de Exactos Hobby,12.0,JGO
2353,JUDA-39P,Jgo de Dados y Puntas 39pzas,3.0,JGO
2354,LAPE-12P,Lámpara de Petroleo 28cm Plata,0.0,PIEZA
2355,LAPE-12R,Lámpara de Petroleo 28cm Rojo,0.0,PIEZA
2356,LP-23,Lona 2x3m 110g/m2 Azul,0.0,PIEZA
2357,LP-23A,"Lona 2x3m 110g/m2, Amarila",1.0,PIEZA
2358,LP-23V,Lona 2x3m 110g/m2 Verde,1.0,PIEZA
2359,LP-33N,"Lona 3x3m 110g/m2, Naranja",2.0,PIEZA
2360,LP-34A,"Lona 3x4m 110g/m2, Amarilla",0.0,PIEZA
2361,LP-34N,"Lona 3x4m 110g/m2, Naranja",1.0,PIEZA
2362,LP-44,"Lona 4x4m 110g/m2, Azul",0.0,PIEZA
2363,LP-46B,"Lona 4x6m 110g/m2, Blanco",0.0,PIEZA
2364,LP-69,"Lona 6x9m 110g/m2, Azul",0.0,PIEZA
2365,M-33P,Cinta de Aislar #33 18mx19mm Negro,30.0,PIEZA
2366,MEA-50SP,"Medidor de Presión, 50PSI",2.0,PIEZA
2367,PA-NB-P,Pintura en Aerosol  300ml Negro Brillant,0.0,PIEZA
2368,PA-RO-P,"Pintura en Aerosol, Rojo 300ml",1.0,PIEZA
2369,PCD-6PX,"Pinza de Corte Diagonal 6""",0.0,PIEZA
2370,PPE-500P,Pinza Porta Electrodo 500A,0.0,PIEZA
2371,PRD-P,"Pala Redonda, Puño Plástico, Recto",1.0,PIEZA
2372,PTI-300P,Pinza para Tierra 170mm 300A,0.0,PIEZA
2373,RES-2-P,Respirador de 2 Filtros sin Cartucho,7.0,PIEZA
2374,VER-6P,"Calibrador Vernier Escolar 5""",0.0,PIEZA
2377,ABZ-02,Abrazaderas para MANRT-02 2pzas,4.0,JGO
2378,AHO-NIQ,Ahorcador de Manguera Niquelado,260.0,PIEZA
2379,CAB-JPI,Cable para Pulsador JPI-906,9.0,PIEZA
2380,F-03,"Tapón de Ford 3/8""",4.0,PIEZA
2381,FIL-INFR,Filamento p/Lámpara de Infrarrojo 58cm,0.0,PIEZA
2382,FIM-RS,Ficha Magnética p/Magnetoplan Rosa,50.0,PIEZA
2383,LLAVC-AC,"Llave para Tablero de Control, Azul Ciel",1476.0,PIEZA
2384,MANRT-02,Mangueras para Retorno,22.0,JGO
2387,RIM-2040M,"Cargador de Baterías Manual 6, 12V",0.0,PIEZA
2388,RIM-AC1L,Aceite para Compresor 1L,3.0,PIEZA
2389,RIM-V102B,"Compresor de Aire 2HP, 115lb/in2 108Lt",0.0,PIEZA
2392,RM-112,Termo Naranja 3Gal (11.3L),0.0,PIEZA
2393,RM-120,Termo Naranja 10Gal (37.8L),0.0,PIEZA
2394,RM-145,Hielera con Ruedas 57L (60Qt),2.0,PIEZA
2397,BGS-118,Gancho Doble para Juntas de Ejes,0.0,PIEZA
2400,GC-110-C,Regadera de Emergencia Mixta,1.0,PIEZA
2401,GC-210-C,Lavaojos de Columna (2 esferas),2.0,PIEZA
2402,GC-210-D,Lavaojos de Columna (Rociado Facial),0.0,PIEZA
2403,GC-310-C,Lavaojos de Pared (2 esferas),1.0,PIEZA
2404,GC-310-D,Lavaojos de Pared (Rociado Facial),2.0,PIEZA
2407,87320,"Autocle con 37 Herramientas 1/4"" y 3/8""",0.0,JGO
2410,STK-107225,Compresor de Válvulas de 35-200mm,0.0,PIEZA
2411,STK-107379,Removedor de Tapicería de Puertas,0.0,PIEZA
2412,STK-142071,"Escuadra de Cantero 8""x12""",2.0,PIEZA
2413,STK-144005,Autocle Combinado 51pzas,0.0,JGO
2414,STK-144006,Autocle Combinado 38pzas,0.0,JGO
2415,STK-144038,Autocle Combinado 106pzas,0.0,JGO
2416,STK-144040,Autocle Combinado 94pzas,0.0,JGO
2417,STK-975,Pinza para Anillos d/Retención .070x45°,1.0,PIEZA
2418,STK-976,Pinza para Anillos d/Retención .071x90°,0.0,PIEZA
2419,STK-DDAD,Rack Mostrador para Dados,1.0,PIEZA
2420,STK-F4408HLM,"Dado Largo 1/4"" x 8mm 6ptas",0.0,PIEZA
2421,STK-F5109M,"Dado 3/8"" 09mm 12Ptas",3.0,PIEZA
2422,STK-F5110HLM,"Dado Largo 3/8"" x 10mm 6ptas",0.0,PIEZA
2423,STK-F5110HM,"Dado 3/8"" x 10mm 6ptas",27.0,PIEZA
2424,STK-F5110M,"Dado 3/8"" 10mm 12Ptas",16.0,PIEZA
2425,STK-F5938,"Dado 3/4"" x 1-3/16"" 12ptas",1.0,PIEZA
2426,STK-PFR6090,Pinza para Anillos Internos de 90°,0.0,PIEZA
2427,STK-PFR610,Pinza para Anillos Externos de 0°,0.0,PIEZA
2430,3313-4000,Lámpara Fluorescente Stubby c/Carrete,0.0,PIEZA
2433,10141599,Pistola Azteca Black 1.6 EVO,0.0,JGO
2436,BT-100,Probador de Baterías 100Amp,1.0,PIEZA
2437,FR01334,Cargador Automático de Baterías 6/12V 2A,1.0,PIEZA
2438,PI-400,Convertidor de corriente 400watts,1.0,PIEZA
2439,PI-750,Convertidor de corriente 750watts,0.0,PIEZA
2440,SAC-503,Lámpara de Halógeno 12V Portátil,3.0,PIEZA
2441,SC1352,Cargador/Arrancador 250A 12V/125A 24V,0.0,PIEZA
2442,SC1355,Cargador de Batería Automático 1.5A 6V/1,0.0,PIEZA
2443,SC1357,Cargador Automático de Baterías 6/12V 6A,2.0,PIEZA
2444,SC1437,Cargador de Batería/Arrancador 12V 150A,0.0,PIEZA
2447,SHP-5972036,"Aspiradora 10Gal, 4HP",0.0,JGO
2448,SHP-5973036,Aspiradora 12Gal 5.5Hp,0.0,JGO
2451,1004A,"Válvula Check de 1/2"" x 3/8""",9.0,PIEZA
2452,1004B,"Válvula Check de 1/2"" x 1/2""",10.0,PIEZA
2453,1006,"Válvula Check de 3/4"" x 3/4""",6.0,PIEZA
2454,1650,"Clavadora Neumática Cal. 16 hasta 2""",2.0,PIEZA
2455,1850,Clavadora Neumática Cal. 18,2.0,PIEZA
2456,3002,"Válvula de Salida tipo Esfera 1/4""",10.0,PIEZA
2457,32GL,"Candado Gris,Cilindro de Laton 32mm.",6.0,PIEZA
2458,3H50L,Compresor de Aire 3HP 50L 127V,0.0,PIEZA
2459,4002FR,"Filtro Regulador 1/4"" Mini",0.0,PIEZA
2460,4010FR,"Filtro Regulador de 1/2""",6.0,PIEZA
2461,A1000,"Unidad de Control de Aire 1/4""",2.0,PIEZA
2462,A1000F,"Filtro p/Líneas de Aire de 1/4"" y 1/8""",4.0,PIEZA
2463,A1000R,"Regulador de 1/4"" de 0-140lbs",5.0,PIEZA
2464,A2020,"Unidad para Control de Aire 3/8""",1.0,PIEZA
2465,A2020F,"Filtro de Líneas de Aire 3/8""",4.0,PIEZA
2466,A2020R,"Regulador para Líneas de Aire de 3/8""",2.0,PIEZA
2467,A2040F,"Filtro para Líneas de Aire 1/2""",1.0,PIEZA
2468,A2040R,"Regulador de Presión de 1/2"" c/Manómetro",6.0,PIEZA
2469,A2060,"Unidad de Control de Aire 3/4""",1.0,PIEZA
2470,A2060F,"Filtro para Líneas de Aire 3/4""",2.0,PIEZA
2471,A2060R,"Regulador p/ Líneas de Aire 3/4""",0.0,PIEZA
2472,A3071,Pistola para Sand Blaster,10.0,PIEZA
2473,A40,Candado de Hierro Pulido 40mm,1.0,PIEZA
2474,A4000,"Unidad p/Control de Aire 1/2""",0.0,PIEZA
2475,A4004L,"Lubricador de 1/2""",4.0,PIEZA
2476,A5000,"Unidad para Control de Aire 1""",0.0,PIEZA
2477,A5000F,"Filtro para Líneas de Aire de 1""",0.0,PIEZA
2478,A6001,Inflador y Medidor de Presión p/Llantas,3.0,PIEZA
2479,AA1005,"Manguera para Aire de Hule 3/8""X15M",3.0,PIEZA
2480,AA2002,"Separador de Aceite y Agua 1/4""",3.0,PIEZA
2481,AA3080,Pistola para Lavar Motores con Manguera,13.0,PIEZA
2482,AA5000,Pistola para Lavar Motores 300cc,17.0,JGO
2483,AB1001,Pincel Aerográfico con Accesorios,3.0,JGO
2484,AB1003,Pincel Aerográfico con Accesorios,3.0,JGO
2485,AB1006,Pincel Aerográfico c/Accesorios Econo.,3.0,JGO
2486,AC3W,"Conector Rápido Triple de 1/4""",2.0,PIEZA
2487,ACOP1/4,"Acoplador Rápido de 1/4""",0.0,PIEZA
2488,AFMAN,Afilador Manual para Cuchilla,0.0,JGO
2489,AFMAN-SS,Piedra para Afilador Manual de Cuchillas,1.0,PIEZA
2490,AJUST,Ajustador de Cuchillas,5.0,PIEZA
2491,AK1-12,"Kit p/Control de Aire p/Compresor 1/2""",3.0,PIEZA
2492,AK1-34,Kit para Control de Aire tipo Furnas 5HP,5.0,JGO
2493,AK1-38,Kit Automatico d/Valvula d/Salida Furnas,9.0,PIEZA
2494,AK2,"Automático de Presión tipo Italiano 3/4""",3.0,JGO
2495,AR160G,"Regulador de Aire c/Manómetro 1/4""",4.0,PIEZA
2496,AS1081,Tirolera Neumática 1-3/4Gal,0.0,PIEZA
2497,AT3092,Clavadora Neumática para Tarimas,1.0,PIEZA
2498,AT4041,"Taladro Reversible de 1/2""",1.0,PIEZA
2499,AT6015,"Remachadora Neumatica de 3/16""",1.0,PIEZA
2500,AT7033K,"Rectificadora Neumático 1/4"" 25000rpm",0.0,PIEZA
2501,AT7034,"Esmeriladora en Angulo Neumática 1/4""",0.0,JGO
2502,BBE-BLA,Báscula Electrónica de Baño Blanca 180Kg,3.0,PIEZA
2503,BBE-NEG,Báscula Electrónica de Baño 180Kg Negro,6.0,PIEZA
2504,BBM-LISA,Bascula Mecánica de Baño Lisa 125Kg,0.0,PIEZA
2505,BBM-NEG,Bascula Mecánica de Baño Negra,0.0,PIEZA
2506,BCD-5K-BLA,Báscula Digital  de Cocina 5Kg Blanco,5.0,PIEZA
2507,BCD-5K-CRI,Báscula Digital de Cocina 5K Cristal,2.0,PIEZA
2508,BCD-5K-PLA,Báscula Digital de Cocina 5K Plata,0.0,PIEZA
2509,BCM-1K,Báscula Mecánica de Cocina 1Kg,0.0,PIEZA
2510,BCM-2K,Báscula Mecánica de Cocina 2Kg,1.0,PIEZA
2511,BCM-3K,Báscula Mecánica de Cocina de 3Kg,15.0,PIEZA
2512,BCM-5K,Báscula Mecánica de Cocina de 5Kg,8.0,PIEZA
2513,BDE-4,Báscula Digital de Equipaje 30Kg,3.0,PIEZA
2514,BDJ-05,Báscula Digital de Joyero de 0.500Kg,0.0,PIEZA
2515,BGR6,"Esmeril de Banco 6"" 1/2HP 110/220V",0.0,PIEZA
